frame_number,track_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_plate_number,license_text_score
327,106.0,[779.6027221679688 613.3247680664062 1084.1092529296875 929.553955078125],[97.52174377441406 144.62815856933594 197.02110290527344 174.91871643066406],0.7631238698959351,KE64GYT,0.3422455705154498
328,106.0,[780.7069702148438 613.0972290039062 1084.36376953125 929.237060546875],[96.02538299560547 144.11538696289062 196.04275512695312 175.0194854736328],0.7631630301475525,KE64GYM,0.6585009498385067
329,106.0,[779.864990234375 611.9820556640625 1084.681884765625 929.1377563476562],[97.26993560791016 144.68959045410156 196.41372680664062 177.1357879638672],0.7694410681724548,KE64GYC,0.5645145808735311
332,106.0,[780.0792846679688 610.9142456054688 1084.6278076171875 928.5957641601562],[95.91654968261719 144.94264221191406 195.09478759765625 177.5419921875],0.7608655095100403,KE64GYU,0.3652227418573239
334,106.0,[781.4347534179688 609.04296875 1084.5303955078125 929.6122436523438],[93.18620300292969 145.13491821289062 195.0822296142578 179.05264282226562],0.7463961839675903,RE64GYL,0.47357162216446513
337,106.0,[782.3896484375 607.5307006835938 1085.155029296875 929.6600341796875],[92.38471221923828 145.85986328125 194.32089233398438 179.57557678222656],0.7454096078872681,KE64GYM,0.27245056681646895
338,106.0,[782.894287109375 606.4828491210938 1086.614990234375 930.7544555664062],[92.74057006835938 146.93458557128906 194.2190399169922 180.3250274658203],0.7501037120819092,KE61GYW,0.14234299847082885
342,106.0,[782.02099609375 604.516845703125 1089.4844970703125 934.2156372070312],[94.61962890625 148.51113891601562 196.5063934326172 182.05703735351562],0.7655812501907349,KE64GYO,0.3018984029091856
343,106.0,[781.8602905273438 604.3731079101562 1090.1099853515625 934.77783203125],[95.56475830078125 148.4217987060547 197.55096435546875 182.44549560546875],0.7655289173126221,KE64GYM,0.09842327500855054
344,106.0,[782.2161254882812 604.4502563476562 1090.587158203125 934.7283325195312],[94.49430847167969 148.44561767578125 196.8912811279297 182.79397583007812],0.7629770040512085,KE64GYM,0.09842327500855054
347,106.0,[780.6573486328125 602.0560302734375 1092.0618896484375 937.2647705078125],[96.6104507446289 149.345458984375 199.5627899169922 184.62574768066406],0.7471410036087036,KE64GYW,0.12931756025310523
348,106.0,[780.6412353515625 602.4378051757812 1091.7730712890625 936.73583984375],[96.69441986083984 149.70269775390625 199.98468017578125 184.6150665283203],0.7519510984420776,KE64GYC,0.10013647771255792
349,106.0,[780.4844970703125 599.6310424804688 1091.179931640625 935.9666137695312],[95.83464050292969 152.0604248046875 200.9911651611328 187.61923217773438],0.7435367107391357,KE64GYW,0.2637096475151257
350,106.0,[781.2915649414062 598.8623657226562 1091.13232421875 934.9138793945312],[96.00009155273438 152.9779510498047 199.53048706054688 188.37399291992188],0.7536811828613281,KE64GYW,0.29672574688611364
351,106.0,[781.4413452148438 597.9563598632812 1091.8544921875 935.9075317382812],[95.3946533203125 153.29986572265625 200.03277587890625 189.08616638183594],0.7536370754241943,KE64CYQ,0.4576699292963332
352,106.0,[781.83984375 597.77587890625 1092.0020751953125 935.1543579101562],[96.10581970214844 153.9680938720703 200.1193389892578 189.42918395996094],0.7511199116706848,KE64GYT,0.5709668153102293
353,106.0,[782.0317993164062 597.154541015625 1093.5955810546875 936.4495849609375],[94.37481689453125 154.0016326904297 199.2671661376953 189.3176727294922],0.749904453754425,KE64GYL,0.19145410102427463
357,106.0,[781.3416748046875 595.3610229492188 1097.92138671875 936.5512084960938],[96.03858947753906 154.82937622070312 201.8509979248047 190.44020080566406],0.7532228231430054,KE54CYM,0.0832478167082054
358,106.0,[778.70703125 593.9622802734375 1102.6026611328125 938.337890625],[98.30377960205078 157.86514282226562 205.6697540283203 193.1640625],0.7518953680992126,KE61GYQ,0.2557093345368352
362,106.0,[777.8477172851562 593.225341796875 1104.1597900390625 940.218017578125],[98.53378295898438 157.48016357421875 208.08404541015625 194.39537048339844],0.7583786249160767,KE64GYQ,0.3533475264074772
364,106.0,[773.2700805664062 593.0585327148438 1108.8424072265625 940.311279296875],[103.80213928222656 157.15757751464844 210.99513244628906 192.6346893310547],0.751010537147522,KE64GYQ,0.15240566370671804
369,106.0,[771.8010864257812 591.6485595703125 1122.32568359375 944.849853515625],[105.30779266357422 160.89720153808594 216.9829864501953 199.13522338867188],0.7526617050170898,KE64GYM,0.12948762922880447
370,106.0,[769.355224609375 590.7350463867188 1128.605712890625 946.4464111328125],[107.07796478271484 162.4268035888672 219.46678161621094 200.12338256835938],0.7561466097831726,KE64GYW,0.145275883527984
371,106.0,[768.4910888671875 590.6455688476562 1127.9425048828125 947.9679565429688],[107.80500030517578 163.11215209960938 221.2393035888672 201.2416229248047],0.7508158087730408,KE64GYM,0.30499480128615386
373,106.0,[767.1808471679688 590.9732666015625 1127.5887451171875 950.4891967773438],[107.88568115234375 164.17617797851562 222.6540069580078 202.9482421875],0.752653956413269,KE64GYQ,0.27914020946944706
374,106.0,[767.03515625 590.8029174804688 1127.8092041015625 951.1930541992188],[108.43678283691406 164.17709350585938 222.92364501953125 203.5637664794922],0.7519885301589966,KE64GYW,0.23124866820240048
375,106.0,[767.1874389648438 590.7091674804688 1128.1075439453125 951.5616455078125],[108.2947998046875 164.285888671875 223.2454833984375 203.5145263671875],0.7519658803939819,KE64GYW,0.5646948345931039
376,106.0,[766.5322875976562 590.6987915039062 1127.6351318359375 952.7145385742188],[109.27786254882812 164.85780334472656 223.67530822753906 204.254150390625],0.7514356970787048,KE64GYR,0.6882233088721309
377,106.0,[765.065185546875 590.9327392578125 1134.6512451171875 954.6683349609375],[108.24826049804688 166.03990173339844 226.3566131591797 206.33404541015625],0.7528229355812073,KE64GYH,0.3103070489172575
378,106.0,[764.0320434570312 592.069580078125 1136.12646484375 956.0806884765625],[109.26396179199219 165.14556884765625 227.3025665283203 204.74520874023438],0.7550041079521179,KE64GYW,0.32738460641210315
379,106.0,[764.4300537109375 592.2950439453125 1137.3907470703125 955.8991088867188],[109.77033233642578 165.22918701171875 226.24375915527344 204.94752502441406],0.7604725956916809,KE64GYW,0.32738460641210315
380,106.0,[763.2899780273438 590.7421875 1135.89404296875 956.41015625],[109.15408325195312 167.42153930664062 229.21484375 208.57952880859375],0.7493607401847839,KE64GYQ,0.4105169942268849
381,106.0,[761.5625610351562 589.7131958007812 1135.977294921875 957.2763061523438],[111.28016662597656 169.1677703857422 231.61912536621094 211.24806213378906],0.7457889318466187,KE64GYR,0.366154033784203
382,106.0,[760.1652221679688 589.32275390625 1135.468017578125 961.1726684570312],[112.6572036743164 169.64312744140625 232.0475616455078 210.72129821777344],0.7447285056114197,KE64GYM,0.4819776339857263
383,106.0,[757.6968994140625 589.2868041992188 1132.5777587890625 964.8380126953125],[114.04805755615234 170.15487670898438 235.23519897460938 211.8281707763672],0.7046895027160645,KE64GYM,0.6354156191744019
384,106.0,[757.4254760742188 589.2410278320312 1131.557373046875 965.8426513671875],[113.96519470214844 170.7336883544922 234.4825897216797 210.74363708496094],0.7127713561058044,KE64GYM,0.4730132324882724
385,106.0,[757.1734619140625 589.21875 1130.5804443359375 966.0238037109375],[116.48857116699219 172.76296997070312 234.05856323242188 211.33828735351562],0.7354664206504822,KE64GPM,0.5409074436993221
386,106.0,[755.66064453125 589.8445434570312 1131.9493408203125 970.92431640625],[116.49771881103516 173.7151641845703 235.53500366210938 214.29928588867188],0.7257488369941711,KE64GYT,0.8026046811319896
387,106.0,[755.2009887695312 590.2155151367188 1133.33740234375 972.7633056640625],[114.64739990234375 173.37034606933594 236.4382781982422 215.43775939941406],0.7399740815162659,KE64GYT,0.27855551872030465
388,106.0,[754.5656127929688 590.0811767578125 1133.7576904296875 973.5731201171875],[115.43000793457031 173.84036254882812 237.41087341308594 216.3376007080078],0.7356765270233154,KE64CYN,0.11841784207562096
389,106.0,[753.6280517578125 589.6897583007812 1134.2464599609375 973.986083984375],[114.82403564453125 173.91783142089844 239.6864013671875 218.78343200683594],0.7091012001037598,KE64GYR,0.20442543462977827
390,106.0,[751.2654418945312 588.4939575195312 1134.200927734375 980.2652587890625],[117.94271087646484 179.14576721191406 239.58424377441406 219.23011779785156],0.7498852014541626,KE64GYM,0.41772652927420123
391,106.0,[751.019775390625 588.1748046875 1134.71533203125 982.4275512695312],[117.48905181884766 181.04835510253906 238.8354949951172 219.44105529785156],0.7521474361419678,KE64GYQ,0.7689385168526933
392,106.0,[748.6982421875 588.1091918945312 1135.383056640625 984.5332641601562],[119.82084655761719 181.55189514160156 241.55731201171875 220.39785766601562],0.7474737763404846,KE64GYH,0.7214798990853091
393,106.0,[746.0636596679688 588.36669921875 1136.24853515625 986.473876953125],[120.57770538330078 181.56216430664062 243.5774688720703 221.54530334472656],0.7393450140953064,KE64GYN,0.24185793592217483
394,106.0,[745.6868286132812 588.490966796875 1136.7486572265625 986.3243408203125],[121.23716735839844 181.8215789794922 243.80923461914062 221.58718872070312],0.7401901483535767,KE64GYH,0.8507949894597359
395,106.0,[743.1246948242188 588.77880859375 1137.79443359375 989.40869140625],[123.01856994628906 183.6392059326172 246.3954620361328 222.13807678222656],0.7433822751045227,KE64GYH,0.6408743038771632
396,106.0,[739.96875 588.6564331054688 1135.7847900390625 993.8841552734375],[123.10296630859375 183.81378173828125 250.1618194580078 225.9934539794922],0.7547835111618042,KE64GYM,0.5124233882755387
397,106.0,[738.7091064453125 588.9288330078125 1136.155517578125 993.4306030273438],[124.31490325927734 184.85000610351562 251.10910034179688 225.1998748779297],0.7574894428253174,KE64GYI,0.34904252363378085
398,106.0,[736.6830444335938 587.7515869140625 1135.578857421875 993.4052124023438],[124.0985336303711 185.0755157470703 252.52908325195312 226.87960815429688],0.7380998134613037,KE64GYR,0.16727722325878974
399,106.0,[736.341064453125 587.23095703125 1135.4312744140625 992.9177856445312],[124.60580444335938 185.0008087158203 253.19166564941406 227.11376953125],0.7433924078941345,KE64GYN,0.8182046431395518
400,106.0,[734.825927734375 586.3014526367188 1134.4906005859375 994.8556518554688],[126.5247802734375 188.47341918945312 257.31109619140625 232.20010375976562],0.7405545711517334,KE64GYT,0.29257045143217664
401,106.0,[733.2036743164062 585.6842041015625 1134.6097412109375 999.1070556640625],[124.4747085571289 188.41360473632812 258.63677978515625 234.04396057128906],0.7402878999710083,KE64GYT,0.4654241698776052
402,106.0,[731.6124877929688 585.54296875 1134.7431640625 1001.630615234375],[126.5558090209961 190.79132080078125 261.366455078125 234.66885375976562],0.7362004518508911,KE64GYQ,0.326241918406712
403,106.0,[731.3544311523438 585.297607421875 1133.9998779296875 1002.9544677734375],[126.93830108642578 190.63638305664062 261.3028564453125 234.52577209472656],0.756500780582428,KE64GYM,0.811452489797574
404,106.0,[728.8722534179688 584.262451171875 1134.375244140625 1003.900634765625],[129.28797912597656 192.7570037841797 264.18304443359375 238.02163696289062],0.728392481803894,KE64GYM,0.8287511373303248
405,106.0,[726.977294921875 584.5877075195312 1134.6260986328125 1006.7688598632812],[129.2615509033203 193.88653564453125 265.194580078125 237.42259216308594],0.7540309429168701,KE64CYW,0.305229771803108
406,106.0,[725.218017578125 585.25537109375 1135.57568359375 1008.6288452148438],[130.3056640625 193.5634765625 266.43682861328125 236.9269256591797],0.7578215003013611,KE64GYQ,0.5595696982884566
407,106.0,[723.6152954101562 585.3046264648438 1136.6810302734375 1010.250244140625],[131.613037109375 194.8379364013672 267.9958190917969 237.60479736328125],0.7546510696411133,KE64CYL,0.4466006244638342
410,106.0,[720.2594604492188 583.9541015625 1145.65966796875 1014.915283203125],[131.8411865234375 196.76934814453125 270.10015869140625 240.8467559814453],0.732276976108551,KE64GYW,0.29552808155306115
411,106.0,[719.932373046875 583.8989868164062 1148.557861328125 1017.07666015625],[132.13458251953125 199.3135223388672 269.8431091308594 242.08009338378906],0.7453093528747559,KE64GYW,0.66530055044334
412,106.0,[719.3588256835938 583.5968017578125 1151.48193359375 1021.5233764648438],[132.92242431640625 199.412353515625 269.88128662109375 243.5481414794922],0.7384127974510193,KE64CYW,0.5793001134067102
413,106.0,[718.219482421875 583.572509765625 1153.9078369140625 1023.6766967773438],[133.37411499023438 199.84127807617188 270.57513427734375 244.06863403320312],0.7428761124610901,KE64GYN,0.29715587786615694
414,106.0,[717.3689575195312 583.2713012695312 1155.9139404296875 1025.3548583984375],[135.54527282714844 201.0556182861328 273.1262512207031 244.74822998046875],0.7444835305213928,KE64GYM,0.37670104489661294
415,106.0,[716.6063232421875 583.0263061523438 1156.1317138671875 1028.193603515625],[134.9186553955078 201.1455535888672 274.21221923828125 245.693603515625],0.7344350218772888,KE64CYW,0.5187873954888632
416,106.0,[715.7949829101562 582.7401123046875 1155.9755859375 1030.2294921875],[135.1460723876953 203.6159210205078 275.3037109375 246.9585723876953],0.729204535484314,KE64GYL,0.37798292758724267
417,106.0,[714.0198364257812 582.698974609375 1152.873291015625 1032.6934814453125],[134.5380859375 203.6873016357422 276.7619323730469 249.05191040039062],0.7302687764167786,KE64GYM,0.40637558424203124
418,106.0,[713.9274291992188 582.7471923828125 1151.38818359375 1033.1651611328125],[135.35711669921875 203.96192932128906 278.2167663574219 250.6095428466797],0.7585701942443848,KE64GYQ,0.5453779773817774
419,106.0,[713.483154296875 582.53369140625 1152.2918701171875 1032.79443359375],[135.02330017089844 204.0419921875 278.00933837890625 251.2897186279297],0.728893518447876,KE64GYQ,0.44597145847714886
420,106.0,[713.083740234375 582.635986328125 1154.727783203125 1032.95751953125],[134.4043731689453 205.07342529296875 277.6650390625 251.83827209472656],0.7324278950691223,KE64GYN,0.22522060966067725
421,106.0,[712.0868530273438 582.2864990234375 1155.4677734375 1035.227783203125],[134.65725708007812 205.6718292236328 278.4792785644531 252.28799438476562],0.7390048503875732,KE64GYW,0.42510194716830196
422,106.0,[711.6808471679688 582.0213623046875 1155.7559814453125 1035.9462890625],[135.5157928466797 207.0139617919922 278.8369140625 252.115966796875],0.7318545579910278,KE64GYM,0.4319341171156547
423,106.0,[710.65625 580.8141479492188 1157.7567138671875 1035.91357421875],[135.5020294189453 208.7763214111328 280.63311767578125 254.7411346435547],0.7360264658927917,KE64GYM,0.863531066706277
424,106.0,[710.1066284179688 579.913818359375 1157.7017822265625 1037.6685791015625],[135.47457885742188 210.33285522460938 280.9684753417969 256.1904296875],0.7394896745681763,KE64GYH,0.3622046340383899
425,106.0,[708.9942016601562 579.5118408203125 1158.85986328125 1037.3304443359375],[137.74630737304688 210.3365020751953 283.70263671875 257.0816955566406],0.7320815920829773,KE64CYW,0.41478237722541383
426,106.0,[707.9051513671875 579.3548583984375 1158.3525390625 1037.9774169921875],[139.87953186035156 209.8875732421875 285.4516296386719 256.82977294921875],0.7445585131645203,KE64GYW,0.522988205556861
427,106.0,[706.902587890625 579.6392822265625 1158.867431640625 1039.96435546875],[140.13397216796875 210.44639587402344 286.75860595703125 257.4322204589844],0.745936393737793,KE64CYW,0.3187624332392108
428,106.0,[705.9326171875 580.04833984375 1160.046142578125 1041.3892822265625],[141.25643920898438 210.9248046875 288.06689453125 256.5758361816406],0.7499251961708069,KE64GYH,0.8179055781824227
429,106.0,[704.4754638671875 580.284912109375 1160.78173828125 1041.4793701171875],[140.2928466796875 211.53384399414062 288.6979675292969 258.4880676269531],0.7340533137321472,KE64GYH,0.751651800450382
430,106.0,[704.2977294921875 580.2750244140625 1160.9075927734375 1041.5416259765625],[140.2418975830078 211.71519470214844 288.8825988769531 258.4881286621094],0.7307026386260986,KE64GYH,0.7829734290508484
431,106.0,[702.1105346679688 580.5442504882812 1160.1678466796875 1042.7647705078125],[141.95639038085938 211.43759155273438 289.99322509765625 257.7992858886719],0.7404284477233887,KE64GYH,0.7696281945225366
432,106.0,[701.40625 580.9583740234375 1160.6300048828125 1043.4935302734375],[141.9441375732422 211.62754821777344 291.4884338378906 259.91241455078125],0.7422884702682495,KE64GYW,0.3477681153029114
433,106.0,[699.9561157226562 580.9862060546875 1161.0367431640625 1044.2296142578125],[143.72898864746094 212.3564453125 292.8109130859375 259.8780212402344],0.7434822916984558,KE64GYW,0.38143251811745266
434,106.0,[699.3159790039062 580.9285278320312 1160.8497314453125 1044.6182861328125],[143.96726989746094 212.11656188964844 294.5073547363281 259.346435546875],0.738017737865448,KE64GYN,0.7205474449821652
435,106.0,[698.7322998046875 580.8863525390625 1160.86279296875 1045.342529296875],[145.35397338867188 213.78334045410156 297.286865234375 261.7895202636719],0.737403392791748,KE64GYM,0.6238077370629623
436,106.0,[697.7783813476562 580.7207641601562 1161.692138671875 1045.5589599609375],[144.29598999023438 211.87347412109375 296.8496398925781 261.8806457519531],0.7366481423377991,KE64GYW,0.45965172729240855
437,106.0,[696.79736328125 580.6248168945312 1162.09130859375 1045.378173828125],[145.77113342285156 211.21243286132812 298.1605224609375 261.9523010253906],0.7478034496307373,KE64GYA,0.5437326362537942
438,106.0,[696.09619140625 580.5867309570312 1162.357421875 1045.0435791015625],[145.46868896484375 211.90841674804688 298.26776123046875 262.2392578125],0.7429485321044922,KE64GYM,0.350050041271138
439,106.0,[695.225830078125 580.5972900390625 1162.9339599609375 1046.509521484375],[146.8580322265625 211.76885986328125 298.5489807128906 261.8746337890625],0.7445671558380127,KE64GYM,0.6847648153398981
440,106.0,[695.31396484375 580.5218505859375 1163.2322998046875 1049.3961181640625],[145.64260864257812 214.3909149169922 298.6259765625 263.5044860839844],0.7511579394340515,KE64GYM,0.597818698364127
441,106.0,[696.020263671875 580.5084838867188 1163.866943359375 1049.6046142578125],[145.56105041503906 214.95347595214844 297.94921875 263.1872863769531],0.7536651492118835,KE64GYM,0.552146969245318
442,106.0,[695.9478149414062 580.3889770507812 1163.8724365234375 1049.6544189453125],[145.2942352294922 215.06837463378906 299.2300109863281 263.59210205078125],0.7409655451774597,KE64GYA,0.4587762576064001
443,106.0,[695.87744140625 580.3809204101562 1163.578125 1050.3115234375],[145.87518310546875 215.50787353515625 300.0285339355469 264.60906982421875],0.7403809428215027,KE64GYM,0.8292082565365512
444,106.0,[695.7367553710938 580.5656127929688 1163.7965087890625 1050.4854736328125],[145.9390106201172 215.60159301757812 300.1913757324219 264.28961181640625],0.7407204508781433,KE64GYN,0.41606149327686903
445,106.0,[695.3233032226562 580.7054443359375 1164.0606689453125 1050.6876220703125],[145.7842559814453 215.1781463623047 298.399169921875 262.93121337890625],0.7480801939964294,KE64GYM,0.8044494564872054
446,106.0,[695.1984252929688 580.6961059570312 1164.4044189453125 1049.517822265625],[146.068115234375 215.1896514892578 298.6302795410156 261.78961181640625],0.7187990546226501,KE64GYM,0.5181600184079614
447,106.0,[695.1237182617188 580.8231201171875 1164.4405517578125 1049.7666015625],[146.24563598632812 214.09683227539062 299.4818115234375 261.0935363769531],0.712652325630188,KE64GYH,0.6669798667973522
448,106.0,[695.470458984375 581.1946411132812 1164.34423828125 1049.411376953125],[145.7755889892578 214.26507568359375 299.6795959472656 261.81939697265625],0.7478160262107849,KE64GYH,0.7579706350321795
449,106.0,[695.3897094726562 581.448974609375 1164.2008056640625 1049.2896728515625],[145.950927734375 214.3953399658203 299.5924987792969 261.6983337402344],0.7490230798721313,KE64GYH,0.7636388864937692
450,106.0,[695.499267578125 581.5084838867188 1164.1141357421875 1049.4984130859375],[146.06719970703125 213.99766540527344 299.9638671875 262.1980895996094],0.7455390095710754,KE64GYW,0.938148636381081
451,106.0,[695.724853515625 581.4263916015625 1164.2618408203125 1049.145263671875],[146.2278594970703 213.94485473632812 300.14361572265625 261.9056091308594],0.7471060752868652,KE64GYR,0.6641634323362872
452,106.0,[696.0964965820312 581.2230224609375 1163.9107666015625 1049.19775390625],[145.1780242919922 215.02105712890625 298.4708251953125 261.16693115234375],0.7444297671318054,KE64GYM,0.8376919674005124
453,106.0,[696.2525024414062 581.6571044921875 1163.588623046875 1049.4642333984375],[145.20608520507812 214.213134765625 297.3815002441406 261.2149658203125],0.7439725995063782,KE64GYM,0.7965911257733115
454,106.0,[696.4553833007812 581.759765625 1163.45068359375 1049.955078125],[145.14068603515625 214.27503967285156 297.1508483886719 261.1074523925781],0.7442964911460876,KE64CYM,0.665501523902498
455,106.0,[696.527587890625 582.4883422851562 1163.5946044921875 1049.995849609375],[145.42710876464844 214.13478088378906 297.17529296875 261.081787109375],0.7375495433807373,KE64GYM,0.734395020824668
456,106.0,[694.9951782226562 583.1414794921875 1163.61376953125 1050.083251953125],[147.617431640625 214.53565979003906 300.9417419433594 262.1495056152344],0.7532387971878052,KE64GYR,0.20874506052441932
457,106.0,[694.8380126953125 583.2261962890625 1162.62158203125 1050.8067626953125],[147.8404998779297 214.7985076904297 300.8558654785156 261.68914794921875],0.7431895136833191,KE64GYN,0.43818476883445534
458,106.0,[695.1126098632812 583.76171875 1162.086669921875 1051.112548828125],[144.88070678710938 214.9055938720703 299.2401428222656 265.2974853515625],0.7160965800285339,KE64GYM,0.2590986921415907
459,106.0,[694.6920166015625 584.9529418945312 1161.5330810546875 1054.0037841796875],[147.85585021972656 216.28375244140625 300.99896240234375 264.0172119140625],0.7575581669807434,KE64GYN,0.39843244071665995
460,106.0,[694.7045288085938 585.26025390625 1161.4022216796875 1054.3863525390625],[146.70721435546875 214.87362670898438 299.9540100097656 262.5323486328125],0.7489808797836304,KE64GYW,0.4783843268573423
461,106.0,[694.5831298828125 585.4169311523438 1161.414306640625 1054.91845703125],[146.84017944335938 214.8893585205078 299.8999938964844 262.4056701660156],0.7485508918762207,KE64GYW,0.4813439572922736
462,106.0,[694.5772094726562 585.5560302734375 1161.557373046875 1055.603271484375],[147.57064819335938 214.95480346679688 299.8046569824219 261.39306640625],0.7380733489990234,KE64GYI,0.3384319776405287
